2,食品餐饮,烤鸭还是不错的，别的菜没什么特殊的,1
5,食品餐饮,是在是不知道该吃什么好、就来了,1
13,食品餐饮,总体不错，就是海鲜还是太少了。希望可以多一些海鲜。,1
28,食品餐饮,味道很好，特别是鱼饼很好吃，就是服务再好一点就可以了，好几个服务员站在那儿没事做，叫了几声都没人应答，希望能改善,1
30,食品餐饮,上菜速度快，但是份量感觉比以前小多了。有的菜品比较坑。点了一个鱼头泡饼。特别小的一个盘子，饼都放不进去。还没多少鱼汁，太坑人了。 还点了一个竹笋山药，上来一般子山药，只有零星的片根竹笋，问服务员，服务员说这菜品主打山药 ！ 跟姐玩文字游戏啊&hellip	&hellip	比较坑人。,1
42,食品餐饮,过节还营业就不错啦，只是招牌菜都没有了，有点遗憾。,1
68,食品餐饮,还可以吧，小料自助不丰富，其他还可以吧,1
72,食品餐饮,味道还可以，服务员素质不行，菜量适中,1
77,食品餐饮,还不错，用券折扣很好，但是不同批次买的所有的券商家全能看到有点不安全吧,1
86,食品餐饮,环境不错，菜品量大，感觉不错，就是服务员少点，有照顾不过来的感觉,1
89,食品餐饮,菜的口味还行，就是服务员太少，什么都要自己动手,1
105,食品餐饮,服务和环境确实还不错，但是在其他网评中推荐的特色菜品，基本上是半成品的冷冻食品。难以想象这些是如何被推荐的？,1
108,食品餐饮,看你们说得我都心动了，我想喝羊肉汤、鸭血粉丝汤来着，问过他们客服，说可以做的，但可惜啊公司里没有跟我有共同爱好的，跟老板提了也白提！我还是别去碰钉子了。,1
124,食品餐饮,简单说下我的体验吧，可能是因为是高校所以周边的店家平时就有送外卖所以关于没有筷子啊、速度慢啊之类的情况还不多见。感觉用饿了么其实也就是冲着活动去的，比如下单减三和满十减五，但是送水也就刚开始那一周现在基本没送的了。怕出现资金问题，所以每次都选的到付。其他的感觉就是便宜，比如没有饿了嘛两个人吃火锅冒菜要花30左右，现在下三个十减五的单子就需要20，但是也能感觉到参与活动的店家在慢慢减少。,1
131,食品餐饮,要的香辣的清江，挺好吃的不是很辣，就是里面的菜太小块,1
