2,食品餐饮,烤鸭还是不错的，别的菜没什么特殊的,1
3,食品餐饮,使用说明看不懂！不会用，很多操作没详细标明！,0
4,食品餐饮,越来越不好了，菜品也少了，服务也不及时。,0
5,食品餐饮,是在是不知道该吃什么好、就来了,1
13,食品餐饮,总体不错，就是海鲜还是太少了。希望可以多一些海鲜。,1
18,食品餐饮,越来越差了，价位高了，菜量小了。希望努力提高。,0
19,食品餐饮,比晋祠路上的那个量少多了，各种东西量都少,0
23,食品餐饮,哪个菜都不好吃，特别是烤鸭，太失望了,0
28,食品餐饮,味道很好，特别是鱼饼很好吃，就是服务再好一点就可以了，好几个服务员站在那儿没事做，叫了几声都没人应答，希望能改善,1
30,食品餐饮,"上菜速度快，但是份量感觉比以前小多了。有的菜品比较坑。点了一个鱼头泡饼。特别小的一个盘子，饼都放不进去。还没多少鱼汁，太坑人了。 还点了一个竹笋山药，上来一般子山药，只有零星的片根竹笋，问服务员，服务员说这菜品主打山药 ！ 跟姐玩文字游戏啊&hellip	&hellip	比较坑人。",1
32,食品餐饮,虾好吃，扇贝限量一个，还有生蚝什么的不好吃,0
37,食品餐饮,回龙观店吃的，空调不足，老板马门帘掀开了，受不了。,0
39,食品餐饮,下面的评价都是托，教的口味根本不好，和我们这的差距很大，真会骗人,0
41,食品餐饮,全家聚餐去的十几个人，总觉得好像换厨师了，有好几个菜都没有，而且味道不如以前去的好，有些菜做咸了，有的又偏甜，希望有改进,0
42,食品餐饮,过节还营业就不错啦，只是招牌菜都没有了，有点遗憾。,1
43,食品餐饮,太辣了，都吃不出来什么味道了，舌头都麻木了，就剩辣味了。,0
44,食品餐饮,肯德基你啥时候能把握好食品卫生这关，经常性的爆出食品问题，现在都很少去吃了，真心感觉不是很健康。,0
47,食品餐饮,点了五个菜两人。没一个好吃。鸭架子汤还是凉的。哎太失望了,0
51,食品餐饮,味道不怎么样，点的肘子都做成了黑色！别的味道也都极其一般。包间小的可怜，2岁孩子吃完了想溜达下，椅子跟墙的空间都过不去！服务也差的很，餐具要了好几次才给，茶水第一次给送来，后来再加水都是自己动手的,0
64,食品餐饮,我超爱吃饭儿的早餐，用一种周围同事无法理解的感情去爱，其实就一点：干净、放心。我几年前看过央视的报道之后，就再也没敢在外面吃过肉包子，都是猪淋巴，没人要的垃圾，还有我家附近几个卖早点的，那老头手指甲有5cm长，里面全是黑黑的东西，自从看见他的指甲伸到我的粥里面之后，我现在想起来还想吐。,0
68,食品餐饮,还可以吧，小料自助不丰富，其他还可以吧,1
72,食品餐饮,味道还可以，服务员素质不行，菜量适中,1
73,食品餐饮,服务太差，结帐都需要20分钟，上菜慢，味道一般！,0
75,食品餐饮,说实话真不咋滴，成本几块钱的东西，买个三四十，叫个外卖还要外送费。以为中国人的钱很好挣么？,0
77,食品餐饮,还不错，用券折扣很好，但是不同批次买的所有的券商家全能看到有点不安全吧,1
85,食品餐饮,烤鱼明显份量不足，不到2.5斤，天气虽然有点不好，但等待时间过长，还收了6元包装费不太值！,0
86,食品餐饮,环境不错，菜品量大，感觉不错，就是服务员少点，有照顾不过来的感觉,1
89,食品餐饮,菜的口味还行，就是服务员太少，什么都要自己动手,1
93,食品餐饮,今天突然不给红包了，就因为我昨天多刮出了几块钱？你大爷的系统！！！,0
97,食品餐饮,这里的牛排又焦又硬，是吃过的西餐厅中最差的。看看最后一张相片，那是别处的牛排。,0
98,食品餐饮,太慢了！商家配送今天90分钟才送到！建议统一采用蜂鸟配送！,0
105,食品餐饮,服务和环境确实还不错，但是在其他网评中推荐的特色菜品，基本上是半成品的冷冻食品。难以想象这些是如何被推荐的？,1
106,食品餐饮,"服务员很差劲&hellip	&hellip	推荐我买西瓜汁&hellip	&hellip	结果居然西瓜子都扎进去了&hellip	&hellip	把我嘴弄破了&hellip	&hellip	我也没理他&hellip	&hellip	去结账同一个服务员居然在收银台要我两次钱我都无语了&hellip	&hellip	经理来了才说她糊涂了&hellip	&hellip	问题我就没离开收银台啊&hellip	&hellip	服了&hellip	&hellip	",0
108,食品餐饮,看你们说得我都心动了，我想喝羊肉汤、鸭血粉丝汤来着，问过他们客服，说可以做的，但可惜啊公司里没有跟我有共同爱好的，跟老板提了也白提！我还是别去碰钉子了。,1
112,食品餐饮,一般般，卫生很差，一般般，卫生很差，,0
